,content,content_stemmed,id,type,new,table_id,json,label_added,prediction,confidence
1392,"Restlaufzeiten, in TEUR 
 (Vorjahresbeträge in Klammern) Verbindlichkeiten gegenüber Kreditinstituten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber verbundenen 
 Unternehmen Sonstige Verbindlichkeiten",restlaufzeit teur vorjahresbetrag klamm verbind gegenub kreditinstitut verbind aus liefer und leistung verbind gegenub verbund unternehm sonstig verbind,502.json_table_4,,"['502', 'json_table_4']",json_table_4,502,,Verbindlichkeiten,0.83
1393,"I. Immaterielle Vermögensgegenstände Entgeltlich erworbene Konzessionen und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen Andere Anlagen, Betriebs- und Geschäftsausstattung III. Finanzanlagen 1. Anteile an verbundenen Unternehmen 2. Sonstige Ausleihungen",immateriell vermogensgegenstand entgelt erworb konzession und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag and anlag betrieb und geschaftsausstatt iii finanzanlag anteil verbund unternehm sonstig ausleih,288.json_table_7,,"['288', 'json_table_7']",json_table_7,288,,Entwicklungdes Anlagevermögens,0.83
1394,"1. Umsatzerlöse 2. Gesamtleistung 3. sonstige betriebliche Erträge a) ordentliche betriebliche Erträge aa) Grundstückserträge ab) sonstige ordentliche Erträge b) Erträge aus dem Abgang von Gegenständen des Anlagevermögens und aus Zuschreibungen zu Gegenständen des Anlagevermögens c) Erträge aus der Herabsetzung der Pauschalwertberichtigung zu Forderungen d) Erträge aus der Auflösung von Rückstellungen e) sonstige Erträge im Rahmen der gewöhnlichen Geschäftstätigkeit 4. Materialaufwand a) Aufwendungen für bezogene Leistungen 5. Personalaufwand a) Löhne und Gehälter b) soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung -davon für Altersversorgung EUR 17.000,00 (Vorjahr EUR 14.080,00) 6. Abschreibungen a) auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen -davon außerplanmäßige Abschreibungen EUR 323.965,31 (Vorjahr EUR 0,00) 7. sonstige betriebliche Aufwendungen a) ordentliche betriebliche Aufwendungen aa) Raumkosten ab) Versicherungen, Beiträge und Abgaben ac) Reparaturen und Instandhaltungen ad) Fahrzeugkosten ae) Werbe- und Reisekosten af) Kosten der Warenabgabe ag) verschiedene betriebliche Kosten b) Verluste aus Wertminderungen oder aus dem Abgang von Gegenständen des Umlaufvermögens und Einstellungen in die Wertberichtigung zu Forderungen c) sonstige Aufwendungen im Rahmen der gewöhnlichen Geschäftstätigkeit 8. sonstige Zinsen und ähnliche Erträge -davon aus verbundenen Unternehmen EUR 219.427,13 (Vorjahr EUR 0,00) 9. Zinsen und ähnliche Aufwendungen -davon an verbundene Unternehmen EUR 536.289,51 (Vorjahr EUR 382.162,15) 10. Ergebnis der gewöhnlichen Geschäftstätigkeit 11. Jahresüberschuss",umsatzerlos gesamtleist sonstig betrieb ertrag ordent betrieb ertrag grundstucksertrag sonstig ordent ertrag ertrag aus dem abgang von gegenstand des anlagevermog und aus zuschreib gegenstand des anlagevermog ertrag aus der herabsetz der pauschalwertbericht forder ertrag aus der auflos von ruckstell sonstig ertrag rahm der gewohn geschaftstat materialaufwand aufwend fur bezog leistung personalaufwand lohn und gehalt sozial abgab und aufwend fur altersversorg und fur unterstutz davon fur altersversorg eur vorjahr eur abschreib auf immateriell vermogensgegenstand des anlagevermog und sachanlag davon auerplanma abschreib eur vorjahr eur sonstig betrieb aufwend ordent betrieb aufwend raumkost versicher beitrag und abgab reparatur und instandhalt fahrzeugkost werb und reisekost kost der warenabgab verschied betrieb kost verlust aus wertminder oder aus dem abgang von gegenstand des umlaufvermog und einstell die wertbericht forder sonstig aufwend rahm der gewohn geschaftstat sonstig zins und ahnlich ertrag davon aus verbund unternehm eur vorjahr eur zins und ahnlich aufwend davon verbund unternehm eur vorjahr eur ergebnis der gewohn geschaftstat jahresuberschuss,448.json_table_2,Gewinn und Verlust Rechnung,"['448', 'json_table_2']",json_table_2,448,2020-07-24 15:43:49.746119,Gewinn und Verlust Rechnung,0.83
1395,Art der Verbindlichkeiten 1. Verbindlichkeiten gegenüber Kreditinstituten (Vorjahr) 2. Verbindlichkeiten aus Lieferungen und Leistungen (Vorjahr) 3. Sonstige Verbindlichkeiten (Vorjahr) Gesamt (Gesamt Vorjahr),art der verbind verbind gegenub kreditinstitut vorjahr verbind aus liefer und leistung vorjahr sonstig verbind vorjahr gesamt gesamt vorjahr,497.json_table_4,,"['497', 'json_table_4']",json_table_4,497,,Verbindlichkeiten,0.83
1396,Art der Verbindlichkeiten 1. Verbindlichkeiten gegenüber Kreditinstituten (Vorjahr) 2. Verbindlichkeiten aus Lieferungen und Leistungen (Vorjahr) 3. Sonstige Verbindlichkeiten (Vorjahr) Gesamt (Gesamt Vorjahr),art der verbind verbind gegenub kreditinstitut vorjahr verbind aus liefer und leistung vorjahr sonstig verbind vorjahr gesamt gesamt vorjahr,281.json_table_4,,"['281', 'json_table_4']",json_table_4,281,,Verbindlichkeiten,0.83
1397,"I. Immaterielle Vermögensgegenstände Entgeltlich erworbene Konzessionen und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen Andere Anlagen, Betriebs- und Geschäftsausstattung III. Finanzanlagen 1. Anteile an verbundenen Unternehmen 2. Sonstige Ausleihungen",immateriell vermogensgegenstand entgelt erworb konzession und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag and anlag betrieb und geschaftsausstatt iii finanzanlag anteil verbund unternehm sonstig ausleih,288.json_table_8,,"['288', 'json_table_8']",json_table_8,288,,Entwicklungdes Anlagevermögens,0.83
1398,"I. Immaterielle Vermögensgegenstände Entgeltlich erworbene Konzessionen und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen Andere Anlagen, Betriebs- und Geschäftsausstattung III. Finanzanlagen 1. Anteile an verbundenen Unternehmen 2. Sonstige Ausleihungen",immateriell vermogensgegenstand entgelt erworb konzession und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag and anlag betrieb und geschaftsausstatt iii finanzanlag anteil verbund unternehm sonstig ausleih,288.json_table_6,,"['288', 'json_table_6']",json_table_6,288,,Entwicklungdes Anlagevermögens,0.83
1399,"I. Immaterielle Vermögensgegenstände Entgeltlich erworbene Konzessionen und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen Andere Anlagen, Betriebs- und Geschäftsausstattung III. Finanzanlagen 1. Anteile an verbundenen Unternehmen 2. Sonstige Ausleihungen",immateriell vermogensgegenstand entgelt erworb konzession und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag and anlag betrieb und geschaftsausstatt iii finanzanlag anteil verbund unternehm sonstig ausleih,491.json_table_6,,"['491', 'json_table_6']",json_table_6,491,,Entwicklungdes Anlagevermögens,0.83
1400,"ERGEBNIS DER BETRIEBLICHEN GESCHÄFTSTÄTIGKEIT Konzernergebnis Konzernergebnis aus nicht-fortgeführtem Geschäftsbereich Konzernergebnis aus fortgeführtem Geschäftsbereich Berichtigungen zur Überleitung des Konzernergebnisses zu den Ein- und Auszahlungen Abschreibungen auf immaterielle Vermögenswerte und Sachanlagen Abschreibungen auf im Rahmen von Unternehmenserwerben aktivierte Vermögenswerte Personalaufwand aus Mitarbeiterbeteiligungen Veränderungen der Ausgleichsposten für latente Steueransprüche Korrektur Gewinn/Verluste aus der Veräußerung von Sachanlagen Ergebnis aus Entkonsolidierung Sonstige nicht zahlungswirksame Positionen CASHFLOW DER BETRIEBLICHEN TÄTIGKEIT Veränderungen der Vermögenswerte und Schulden Veränderung der Forderungen und sonstigen Vermögenswerte Veränderung der Vertragsvermögenswerte Veränderung der Vorräte Veränderung der Vertragsanbahnungkosten und Vertragserfüllungskosten Veränderung der abgegrenzten Aufwendungen Veränderung der Verbindlichkeiten aus Lieferungen und Leistungen Veränderung der erhaltenen Anzahlungen Veränderung der sonstigen Rückstellungen Veränderung der Ertragsteuerschulden Veränderung der sonstigen Verbindlichkeiten Veränderung der Forderungen/Verbindlichkeiten nahestehende Unternehmen Veränderung der abgegrenzten Erlöse Veränderung der Vertragsverbindlichkeiten VERÄNDERUNGEN DER VERMÖGENSWERTE UND SCHULDEN, GESAMT Nettoeinzahlungen der betrieblichen Tätigkeit aus fortgeführtem Geschäftsbereich Nettoeinzahlungen der betrieblichen Tätigkeit aus nicht-fortgeführtem Geschäftsbereich Nettoeinzahlungen der betrieblichen Tätigkeit CASHFLOW AUS DEM INVESTITIONSBEREICH Investitionen in immaterielle Vermögenswerte und Sachanlagen Einzahlungen aus Abgängen von immateriellen Vermögenswerten und Sachanlagen Auszahlung für Akquisitionen abzüglich erworbener Liquider Mittel Auszahlung aus Abgang von Finanzanlagen bzw. aus Entkonsolidierung Erwerb von Anteilen an verbundenen Unternehmen abzüglich erhaltener Zahlungsmittel Einzahlungen aus der Erstkonsolidierung von 1&1 Drillisch im Rahmen der Reverse Acquisition Rückzahlungen aus sonstigen finanziellen Vermögenswerten Nettoauszahlungen/-einzahlungen im Investitionsbereich aus fortgeführtem Geschäftsbereich Nettoauszahlungen im Investitionsbereich aus nicht-fortgeführtem Geschäftsbereich Nettoauszahlungen im Investitionsbereich CASHFLOW AUS DEM FINANZIERUNGSBEREICH Erwerb eigener Aktien Dividendenzahlung Auszahlungen aus der Rückzahlung einer Schuldverschreibung Tilgung von Verbindlichkeiten aus Nutzungsrechten Tilgung von Finanzierungsleasingverbindlichkeiten Einzahlungen aus erhaltenen Darlehen von nahestehenden Unternehmen Auszahlungen aus der Darlehensrückzahlung an nahestehende Unternehmen Einzahlungen aus Verlustübernahme der United Internet AG Einzahlungen aus Veränderungen der Cash-Pool Salden mit nahestehenden Unternehmen Auszahlung aus der Tilgung von Finanzkrediten Nettoauszahlungen im Finanzierungsbereich aus fortgeführtem Geschäftsbereich Nettoauszahlungen im Finanzierungsbereich aus nicht-fortgeführtem Geschäftsbereich Nettoauszahlungen im Finanzierungsbereich Nettorückgang/-anstieg der Zahlungsmittel und Zahlungsmitteläquivalente Zahlungsmittel und Zahlungsmitteläquivalente zu Beginn des Geschäftsjahres Zahlungsmittel und Zahlungsmitteläquivalente zum Ende der Berichtsperiode",ergebnis der betrieb geschftsttig konzernergebnis konzernergebnis aus nichtfortgefuhrt geschaftsbereich konzernergebnis aus fortgefuhrt geschaftsbereich bericht zur berleit des konzernergebnis den ein und auszahl abschreib auf immateriell vermogenswert und sachanlag abschreib auf rahm von unternehmenserwerb aktiviert vermogenswert personalaufwand aus mitarbeiterbeteil verander der ausgleichspost fur latent steueranspruch korrektur gewinnverlust aus der verauer von sachanlag ergebnis aus entkonsolidier sonstig nicht zahlungswirksam position cashflow der betrieb ttigkeit verander der vermogenswert und schuld verander der forder und sonstig vermogenswert verander der vertragsvermogenswert verander der vorrat verander der vertragsanbahnungkost und vertragserfullungskost verander der abgegrenzt aufwend verander der verbind aus liefer und leistung verander der erhalt anzahl verander der sonstig ruckstell verander der ertragsteuerschuld verander der sonstig verbind verander der forderungenverbind nahesteh unternehm verander der abgegrenzt erlos verander der vertragsverbind vernder der vermgenswert und schuld gesamt nettoeinzahl der betrieb tatig aus fortgefuhrt geschaftsbereich nettoeinzahl der betrieb tatig aus nichtfortgefuhrt geschaftsbereich nettoeinzahl der betrieb tatig cashflow aus dem investitionsbereich investition immateriell vermogenswert und sachanlag einzahl aus abgang von immateriell vermogenswert und sachanlag auszahl fur akquisition abzug erworb liquid mittel auszahl aus abgang von finanzanlag bzw aus entkonsolidier erwerb von anteil verbund unternehm abzug erhalt zahlungsmittel einzahl aus der erstkonsolidier von drillisch rahm der revers acquisition ruckzahl aus sonstig finanziell vermogenswert nettoauszahlungeneinzahl investitionsbereich aus fortgefuhrt geschaftsbereich nettoauszahl investitionsbereich aus nichtfortgefuhrt geschaftsbereich nettoauszahl investitionsbereich cashflow aus dem finanzierungsbereich erwerb eig akti dividendenzahl auszahl aus der ruckzahl ein schuldverschreib tilgung von verbind aus nutzungsrecht tilgung von finanzierungsleasingverbind einzahl aus erhalt darleh von nahesteh unternehm auszahl aus der darlehensruckzahl nahesteh unternehm einzahl aus verlustubernahm der united internet einzahl aus verander der cashpool sald mit nahesteh unternehm auszahl aus der tilgung von finanzkredit nettoauszahl finanzierungsbereich aus fortgefuhrt geschaftsbereich nettoauszahl finanzierungsbereich aus nichtfortgefuhrt geschaftsbereich nettoauszahl finanzierungsbereich nettoruckganganstieg der zahlungsmittel und zahlungsmittelaquivalent zahlungsmittel und zahlungsmittelaquivalent beginn des geschaftsjahr zahlungsmittel und zahlungsmittelaquivalent zum end der berichtsperiod,691.json_table_23,Kapitalflussrechnung,"['691', 'json_table_23']",json_table_23,691,2020-07-25 14:20:43.986153,Kapitalflussrechnung,0.83
1401,Aktiva Beteiligungen Barmittel und Barmitteläquivalente sonstige Aktiva Passiva Rückstellungen Sonstige Verbindlichkeiten Eigenkapital,aktiva beteil barmittel und barmittelaquivalent sonstig aktiva passiva ruckstell sonstig verbind eigenkapital,786.json_table_12,Vermögenswerte,"['786', 'json_table_12']",json_table_12,786,2020-07-26 09:25:20.823785,Vermögenswerte,0.83
1402,"A. Anlagevermögen I. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital I. gezeichnetes Kapital II. Verlustvortrag III. Jahresfehlbetrag B. Rückstellungen C. Verbindlichkeiten Bilanzsumme, Summe Passiva",anlagevermog sachanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck bilanzsumm summ aktiva passiva eigenkapital gezeichnet kapital verlustvortrag iii jahresfehlbetrag ruckstell verbind bilanzsumm summ passiva,920.json_table_1,,"['920', 'json_table_1']",json_table_1,920,,Bilanz,0.8308333333333333
1403,"A. Anlagevermögen I. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital I. gezeichnetes Kapital II. Gewinn- /Verlustvortrag III. Jahresüberschuss/-fehlbetrag B. Rückstellungen C. Verbindlichkeiten Bilanzsumme, Summe Passiva",anlagevermog sachanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck bilanzsumm summ aktiva passiva eigenkapital gezeichnet kapital gewinn verlustvortrag iii jahresuberschussfehlbetrag ruckstell verbind bilanzsumm summ passiva,519.json_table_1,,"['519', 'json_table_1']",json_table_1,519,,Bilanz,0.8308333333333333
1404,"A. Anlagevermögen I. Finanzanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital I. gezeichnetes Kapital II. Gewinnvortrag III. Jahresüberschuss B. Rückstellungen C. Verbindlichkeiten davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",anlagevermog finanzanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck bilanzsumm summ aktiva passiva eigenkapital gezeichnet kapital gewinnvortrag iii jahresuberschuss ruckstell verbind davon mit restlaufzeit bis jahr bilanzsumm summ passiva,807.json_table_1,,"['807', 'json_table_1']",json_table_1,807,,Bilanz,0.8313095238095238
1405,"A. ANLAGEVERMÖGEN I. Immaterielle Vermögensgegenstände 1. Entgeltlich erworbene Lizenzen und ähnliche Rechte 2. Geschäfts- oder Firmenwert 3. Geleistete Anzahlungen II. Sachanlagen 1. Grundstücke 2. Gebäude 3. Außenanlagen 4. Golf- und Tennisanlagen 5. Andere Anlagen, Betriebs- und Geschäftsausstattung 6. Geleistete Anzahlungen und Anlagen im Bau III. Finanzanlagen 1. Anteile an verbundenen Unternehmen 2. Beteiligungen 3. Sonstige Ausleihungen B. UMLAUFVERMÖGEN I. Vorräte 1. In Arbeit befindliche Aufträge 2. Lebensmittel, Getränke und sonstige Vorräte 3. Grundstücke zum Verkauf 4. Gebäude zum Verkauf 5. Geleistete Anzahlungen II. Forderungen und sonstige Vermögensgegenstände 1. Forderungen aus Lieferungen und Leistungen 2. Forderungen gegen verbundene Unternehmen 3. Forderungen gegen Gesellschafter 4. Sonstige Vermögensgegenstände III. Kassenbestand, Guthaben bei Kreditinstituten C. RECHNUNGSABGRENZUNGSPOSTEN PASSIVA A. EIGENKAPITAL I. Gezeichnetes Kapital II. Verlustvortrag III. Jahresfehlbetrag IV. Nicht beherrschende Anteile B. PASSIVER UNTERSCHIEDSBETRAG C. RÜCKSTELLUNGEN 1. Steuerrückstellungen 2. Sonstige Rückstellungen D. VERBINDLICHKEITEN 1. Verbindlichkeiten gegenüber Kreditinstituten 2. Erhaltene Anzahlungen auf Bestellungen 3. Verbindlichkeiten aus Lieferungen und Leistungen 4. Verbindlichkeiten gegenüber verbundenen Unternehmen 5. Verbindlichkeiten gegenüber Gesellschaftern 6. Sonstige Verbindlichkeiten E. RECHNUNGSABGRENZUNGSPOSTEN",anlagevermg immateriell vermogensgegenstand entgelt erworb lizenz und ahnlich recht geschaft oder firmenwert geleistet anzahl sachanlag grundstuck gebaud auenanlag golf und tennisanlag and anlag betrieb und geschaftsausstatt geleistet anzahl und anlag bau iii finanzanlag anteil verbund unternehm beteil sonstig ausleih umlaufvermg vorrat arbeit befind auftrag lebensmittel getrank und sonstig vorrat grundstuck zum verkauf gebaud zum verkauf geleistet anzahl forder und sonstig vermogensgegenstand forder aus liefer und leistung forder geg verbund unternehm forder geg gesellschaft sonstig vermogensgegenstand iii kassenbestand guthab bei kreditinstitut rechnungsabgrenzungspost passiva eigenkapital gezeichnet kapital verlustvortrag iii jahresfehlbetrag nicht beherrsch anteil passiv unterschiedsbetrag rckstellung steuerruckstell sonstig ruckstell verbind verbind gegenub kreditinstitut erhalt anzahl auf bestell verbind aus liefer und leistung verbind gegenub verbund unternehm verbind gegenub gesellschaft sonstig verbind rechnungsabgrenzungspost,942.json_table_2,,"['942', 'json_table_2']",json_table_2,942,,Bilanz,0.8325
